user_ID,movie 1,movie 2,movie 3,movie 4,movie 5,movie 6,movie 7,movie 8,movie 9,movie 10,movie 11,movie 12,movie 13,movie 14,movie 15,movie 16,movie 17,movie 18,movie 19,movie 20,movie 21,movie 22,movie 23,movie 24,movie 25
471,X-Men: The Last Stand (2006),Up (2009),Hot Fuzz (2007),Iron Man (2008),X-Men (2000),Sin City (2005),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Gladiator (2000),American History X (1998),Kill Bill: Vol. 1 (2003),Spider-Man (2002),Ice Age (2002),Coherence (2013),300 (2007),Batman (1989),Zombieland (2009),Kick-Ass (2010),Mrs. Doubtfire (1993),Minority Report (2002),Rogue One: A Star Wars Story (2016),Star Wars: Episode I - The Phantom Menace (1999),Fargo (1996),"Matrix Reloaded, The (2003)",Avatar (2009),Dances with Wolves (1990)
472,Iron Man (2008),Pulp Fiction (1994),Spider-Man (2002),Django Unchained (2012),"Incredibles, The (2004)","Avengers, The (2012)",Minority Report (2002),Eternal Sunshine of the Spotless Mind (2004),Interstellar (2014),Kill Bill: Vol. 1 (2003),Captain America: The First Avenger (2011),Braveheart (1995),Up (2009),European Vacation (aka National Lampoon's European Vacation) (1985),"Grand Budapest Hotel, The (2014)",Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Catch Me If You Can (2002),"Hangover, The (2009)",Reservoir Dogs (1992),Avatar (2009),Apollo 13 (1995),Kill Bill: Vol. 2 (2004),Inception (2010),Harry Potter and the Prisoner of Azkaban (2004),WALL·E (2008)
473,Batman: Year One (2011),Forrest Gump (1994),Pulp Fiction (1994),Dragon Ball Z the Movie: The Tree of Might (Doragon bôru Z 3: Chikyû marugoto chô kessen) (1990),"Babe, The (1992)",Let It Ride (1989),Dragon Ball Z: Cooler's Revenge (Doragon bôru Z 5: Tobikkiri no saikyô tai saikyô) (1991),Dragon Ball Z: Super Android 13! (Doragon bôru Z 7: Kyokugen batoru!! San dai sûpâ saiyajin) (1992),Justice League: The New Frontier (2008) ,JCVD (2008),"Principal, The (1987)",Mean Machine (2001),Dragon Ball: Sleeping Princess in Devil's Castle (Doragon bôru: Majinjô no nemuri hime) (1987),Ultimate Avengers (2006),"Silence of the Lambs, The (1991)","Sixth Sense, The (1999)","Usual Suspects, The (1995)",American Beauty (1999),Popeye (1980),"Lord of the Rings: The Two Towers, The (2002)",Schindler's List (1993),Inception (2010),"Hot Chick, The (2002)",Jackass 3D (2010),Beerfest (2006)
474,Tough Guys (1986),Remo Williams: The Adventure Begins (1985),Curse of the Golden Flower (Man cheng jin dai huang jin jia) (2006),42 Up (1998),49 Up (2005),"Adventures of Sebastian Cole, The (1998)","Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",Fright Night Part II (1988),Percy Jackson: Sea of Monsters (2013),London Has Fallen (2016),Fear X (2003),Radio Flyer (1992),Little Monsters (1989),How Stella Got Her Groove Back (1998),Sidekicks (1992),Fire in the Sky (1993),White Fang (1991),"Devil and Max Devlin, The (1981)","Allnighter, The (1987)",If Lucy Fell (1996),Catch and Release (2006),Ghost in the Shell 2.0 (2008),"Incredible Shrinking Woman, The (1981)","Brain That Wouldn't Die, The (1962)","Crocodile Hunter: Collision Course, The (2002)"
475,Jurassic Park (1993),Braveheart (1995),Star Trek Into Darkness (2013),Speed (1994),"Fugitive, The (1993)",Aliens (1986),Die Hard (1988),Total Recall (1990),Alien (1979),Daredevil (2003),Ace Ventura: Pet Detective (1994),RoboCop (1987),"Beautiful Mind, A (2001)",Ferris Bueller's Day Off (1986),Salt (2010),Blade Runner 2049 (2017),Mrs. Doubtfire (1993),Pulp Fiction (1994),Hellboy (2004),Snowpiercer (2013),Forrest Gump (1994),Independence Day (a.k.a. ID4) (1996),Transformers (2007),True Lies (1994),Stargate (1994)
476,"Terminator, The (1984)",Ace Ventura: Pet Detective (1994),Bambi (1942),Braveheart (1995),Schindler's List (1993),Fight Club (1999),"Matrix, The (1999)",Independence Day (a.k.a. ID4) (1996),American Beauty (1999),Aliens (1986),Indiana Jones and the Last Crusade (1989),Nothing Personal (1995),Tarantula (1955),A Detective Story (2003),Green Lantern: First Flight (2009),Justice League: Doom (2012) ,Teenage Mutant Ninja Turtles: Turtles Forever (2009),Wonder Woman (2009),Dragon Ball Z: The Return of Cooler (Doragon bôru Z 6: Gekitotsu! Hyakuoku pawâ no senshi) (1992),Dragon Ball Z: Resurrection of F (2015),Spirits of the Dead (1968),Underworld: Blood Wars (2016),Jefferson in Paris (1995),Power Rangers (2017),Reckless (1995)
477,"Hunting Party, The (2007)",Respiro (2002),Please Don't Eat the Daisies (1960),I'm Not Scared (Io non ho paura) (2003),Woman of the Year (1942),Anna Karenina (1935),"Grass Is Greener, The (1960)",Stage Fright (1950),"Woman of Paris, A (1923)",Secret Ballot (Raye makhfi) (2001),I Was a Male War Bride (1949),I Confess (1953),Camille Claudel (1988),"Stendhal Syndrome, The (Sindrome di Stendhal, La) (1996)",Tenebre (1982),"Cat's Meow, The (2002)",Northfork (2003),Real Women Have Curves (2002),Raising Victor Vargas (2002),"Tall Guy, The (1989)",Paradise Now (2005),Nowhere in Africa (Nirgendwo in Afrika) (2001),"History Boys, The (2006)",Nicholas Nickleby (2002),Biloxi Blues (1988)
478,"Island, The (2005)",Pirates of the Caribbean: The Curse of the Black Pearl (2003),"Dark Knight, The (2008)",X2: X-Men United (2003),Spider-Man (2002),V for Vendetta (2006),Sin City (2005),"Lord of the Rings: The Fellowship of the Ring, The (2001)","Little Mermaid, The (1989)",Gladiator (2000),Pinocchio (1940),Star Wars: Episode I - The Phantom Menace (1999),Iron Man (2008),Land of the Dead (2005),"Skeleton Key, The (2005)",Scoop (2006),Taking Lives (2004),"Fifth Element, The (1997)","Prestige, The (2006)",Shrek (2001),"Departed, The (2006)",Star Wars: Episode VI - Return of the Jedi (1983),Unbreakable (2000),"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Spider-Man 2 (2004)
479,Back to the Beach (1987),Against All Odds (1984),Absence of Malice (1981),Himalaya (Himalaya - l'enfance d'un chef) (1999),"Filth and the Fury, The (2000)",Whatever (1998),Liam (2000),Permanent Midnight (1998),"Gas, Food, Lodging (1992)",Let It Ride (1989),Leonard Part 6 (1987),Kuffs (1992),Comic Book Villains (2002),"Principal, The (1987)","Adventures of Ford Fairlane, The (1990)",Man's Best Friend (1993),"Babe, The (1992)",Tully (2000),My Boyfriend's Back (1993),Mr. Deeds Goes to Town (1936),Wuthering Heights (1939),Destry Rides Again (1939),Only Angels Have Wings (1939),Little Women (1949),Yankee Doodle Dandy (1942)
480,Malibu's Most Wanted (2003),Mr. Bean's Holiday (2007),My Demon Lover (1987),Raising Victor Vargas (2002),Nicholas Nickleby (2002),Nowhere in Africa (Nirgendwo in Afrika) (2001),Guarding Tess (1994),Stone Reader (2002),"Cat's Meow, The (2002)",All the Real Girls (2003),"History Boys, The (2006)",Northfork (2003),What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?) (2004),"Big Country, The (1958)","Private Eyes, The (1981)",Taking Lives (2004),Grandma's Boy (2006),"Sound of Music, The (1965)","Lookout, The (2007)",Cradle 2 the Grave (2003),Valley Girl (1983),It's All Gone Pete Tong (2004),187 (One Eight Seven) (1997),"Tall Guy, The (1989)",Willard (2003)
481,Point Blank (1967),Under Suspicion (2000),Baby Boom (1987),Burglar (1987),Leonard Part 6 (1987),"Babe, The (1992)","Hard Way, The (1991)","Gas, Food, Lodging (1992)",My Boyfriend's Back (1993),Man's Best Friend (1993),Double Impact (1991),Tully (2000),"Principal, The (1987)",Sniper (1993),Kuffs (1992),"Adventures of Ford Fairlane, The (1990)",Comic Book Villains (2002),Once Upon a Time in China III (Wong Fei-hung tsi sam: Siwong tsangba) (1993),Let It Ride (1989),Incident at Loch Ness (2004),Mouchette (1967),White Water Summer (1987),"Decline of Western Civilization Part II: The Metal Years, The (1988)",Strangers with Candy (2005),Weekend (a.k.a. Le Week-end) (Week End) (1967)
482,Legal Eagles (1986),"Secret of My Succe$s, The (a.k.a. The Secret of My Success) (1987)",How Stella Got Her Groove Back (1998),White Fang (1991),Psycho Beach Party (2000),Fear X (2003),Sidekicks (1992),Fire in the Sky (1993),John Adams (2008),Radio Flyer (1992),Little Monsters (1989),Regarding Henry (1991),Batman: Under the Red Hood (2010),Crossroads (1986),Gerry (2002),Dark Water (2005),"Barbarian Invasions, The (Les invasions barbares) (2003)",Moonlight Mile (2002),Sweet Sixteen (2002),"Son's Room, The (Stanza del figlio, La) (2001)",FearDotCom (a.k.a. Fear.com) (a.k.a. Fear Dot Com) (2002),Where the Buffalo Roam (1980),"Freshman, The (1990)",Ju-on: The Grudge (2002),The Plague of the Zombies (1966)
483,Footloose (2011),This Is Where I Leave You (2014),The Second Best Exotic Marigold Hotel (2015),Barefoot (2014),Enough Said (2013),American Pie Presents Beta House (American Pie 6: Beta House) (2007),Cosmos,World on a Wire (Welt am Draht) (1973),Manufactured Landscapes (2006),Mulholland Dr. (1999),Syrup (2013),The Mule (2014),Middle Men (2009),"Dilemma, The (2011)","Fantastic Fear of Everything, A (2012)",Summer Wars (Samâ wôzu) (2009),Cradle Will Rock (1999),"Namesake, The (2006)","Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)",Caveman (1981),State of Play (2009),Bride Wars (2009),Woman on Top (2000),Made of Honor (2008),Just Go with It (2011)
484,Footloose (2011),This Is Where I Leave You (2014),Hostel (2005),Final Destination 3 (2006),Cop Out (2010),Pacific Heights (1990),"Boy Who Could Fly, The (1986)",License to Drive (1988),Date with an Angel (1987),Soapdish (1991),Beautiful Creatures (2000),"Beast of War, The (Beast, The) (1988)",CQ (2001),Gotcha! (1985),Snipes (2001),Hot Dog... The Movie (1984),Moon Over Parador (1988),Once Upon a Time in the Midlands (2002),Prey for Rock & Roll (2003),Ishtar (1987),"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",Masked & Anonymous (2003),Loose Cannons (1990),Blaze (1989),"Oh, God! You Devil (1984)"
485,Pulp Fiction (1994),"Shawshank Redemption, The (1994)",Seven (a.k.a. Se7en) (1995),Terminator 2: Judgment Day (1991),Sleepless in Seattle (1993),Schindler's List (1993),Fargo (1996),Ace Ventura: Pet Detective (1994),Star Wars: Episode IV - A New Hope (1977),Independence Day (a.k.a. ID4) (1996),Toy Story (1995),Saving Private Ryan (1998),"Matrix, The (1999)","Usual Suspects, The (1995)",American Beauty (1999),In the Line of Fire (1993),"Mask, The (1994)",Star Wars: Episode V - The Empire Strikes Back (1980),Jurassic Park (1993),Fight Club (1999),Babe (1995),"Lion King, The (1994)",Mission: Impossible (1996),Pretty Woman (1990),Batman Forever (1995)
486,"Terminator, The (1984)",Mrs. Doubtfire (1993),Pretty Woman (1990),Star Wars: Episode VI - Return of the Jedi (1983),Schindler's List (1993),Star Wars: Episode V - The Empire Strikes Back (1980),Dave (1993),Aliens (1986),Indiana Jones and the Last Crusade (1989),"Net, The (1995)",Disclosure (1994),Saving Private Ryan (1998),While You Were Sleeping (1995),"Matrix, The (1999)",American Beauty (1999),Sleepless in Seattle (1993),"Lion King, The (1994)",For Love or Money (1993),"Mask, The (1994)","Lord of the Rings: The Return of the King, The (2003)",Back to the Future (1985),Striking Distance (1993),Fargo (1996),"Mighty Ducks, The (1992)",Fight Club (1999)
487,Star Wars: Episode V - The Empire Strikes Back (1980),Star Wars: Episode VI - Return of the Jedi (1983),Pulp Fiction (1994),Up (2009),Hot Fuzz (2007),Live Flesh (Carne trémula) (1997),Iron Man (2008),Shrek 2 (2004),Forrest Gump (1994),Pirates of the Caribbean: Dead Man's Chest (2006),Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Indiana Jones and the Last Crusade (1989),American History X (1998),Louis C.K.: Oh My God (2013),Louis C.K.: Live at The Comedy Store (2015),Nelly & Monsieur Arnaud (1995),Blow-Out (La grande bouffe) (1973),"Kiss Me, Guido (1997)","Cotton Club, The (1984)","Sheltering Sky, The (1990)","Misfits, The (1961)",Orlando (1992),Seven (a.k.a. Se7en) (1995),Star Wars: Episode I - The Phantom Menace (1999),Star Wars: Episode II - Attack of the Clones (2002)
488,"Big Country, The (1958)","Private Eyes, The (1981)",Harry Potter and the Goblet of Fire (2005),L.I.E. (2001),Requiem for a Heavyweight (1962),Random Harvest (1942),Larry Crowne (2011),"Greatest Game Ever Played, The (2005)","Matrix, The (1999)",Harry Potter and the Order of the Phoenix (2007),Tristram Shandy: A Cock and Bull Story (2005),"Shaggy D.A., The (1976)",Halloween III: Season of the Witch (1982),Junebug (2005),Z (1969),Men at Work (1990),Clear and Present Danger (1994),Batman Begins (2005),Fight Club (1999),Saving Private Ryan (1998),"Beautiful Mind, A (2001)",Ice Age (2002),Seven (a.k.a. Se7en) (1995),Bambi (1942),Lethal Weapon (1987)
489,Reign Over Me (2007),"Man with the Golden Gun, The (1974)",Tristram Shandy: A Cock and Bull Story (2005),Neighbors 2: Sorority Rising (2016),Heist (2001),Ripley's Game (2002),Project X (2012),Stoned (2005),"Mudge Boy, The (2003)",Carrie (2002),My Life in Ruins (2009),"Sisterhood of the Traveling Pants 2, The (2008)",Abduction (2011),The Last Five Years (2014),Did You Hear About the Morgans? (2009),LOL (2012),Before We Go (2014),Beastly (2011),Dear John (2010),"Last Song, The (2010)","Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992)",Earthlings (2006),Emmanuelle (1974),China Blue (2005),"Onion Movie, The (2008)"
490,Louis C.K.: Live at the Beacon Theater (2011),Iron Man 2 (2010),Diary of a Country Priest (Journal d'un curé de campagne) (1951),"Tetsuo, the Ironman (Tetsuo) (1988)",Tenacious D in The Pick of Destiny (2006),Safe Haven (2013),LOL (2012),Before We Go (2014),You Again (2010),"Angus, Thongs and Perfect Snogging (2008)",Beastly (2011),"Back-up Plan, The (2010)",The Last Five Years (2014),Abduction (2011),"Lucky One, The (2012)",Did You Hear About the Morgans? (2009),My Life in Ruins (2009),"Love, Rosie (2014)",Just My Luck (2006),Material Girls (2006),What to Expect When You're Expecting (2012),"Last Song, The (2010)","Vie en Rose, La (Môme, La) (2007)",Lucky Break (2001),CQ (2001)
491,American Ultra (2015),Pulp Fiction (1994),"Shawshank Redemption, The (1994)","Monsters, Inc. (2001)",Let's Be Cops (2014),Neighbors 2: Sorority Rising (2016),Risk (2016),Jim Jefferies: Fully Functional (EPIX) (2012),Experimenter (2015),O.J.: Made in America (2016),Generation Iron 2,Bill Burr: I'm Sorry You Feel That Way (2014),Bill Burr: Why Do I Do This? (2008),Family Guy Presents: Blue Harvest (2007),Ali Wong: Baby Cobra (2016),Bill Burr: You People Are All the Same (2012),Craig Ferguson: Tickle Fight (2017),Rory Scovel Tries Stand-Up for the First Time (2017),Lynne Koplitz: Hormonal Beast (2017),Neal Brennan: 3 Mics (2017),Jeff Dunham: All Over the Map (2014),Dave Chappelle: The Bird Revelation (2017),Walk of Shame (2014),Jim Jefferies: I Swear to God (2009),Jim Norton: American Degenerate (2013)
492,"Godfather: Part II, The (1974)",It's Pat (1994),Bogus (1996),Indiana Jones and the Last Crusade (1989),Punchline (1988),"Matrix, The (1999)",Batman: Year One (2011),Formula 51 (2001),Star Wars: Episode I - The Phantom Menace (1999),"Terminator, The (1984)",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Polish Wedding (1998),Wisdom (1986),"Machine Girl, The (Kataude mashin gâru) (2008)",Gonzo: The Life and Work of Dr. Hunter S. Thompson (2008),"Eye, The (Gin gwai) (Jian gui) (2002)",Project X (1987),Blackboard Jungle (1955),"Glass Menagerie, The (1987)","Wizard, The (1989)",From Paris with Love (2010),Nuns on the Run (1990),Killers (2010),No Escape (1994),She's So Lovely (1997)
493,B. Monkey (1998),And the Band Played On (1993),Havoc (2005),Pépé le Moko (1937),"Ant Bully, The (2006)",Jurassic Park (1993),Carnosaur 3: Primal Species (1996),Halloween 4: The Return of Michael Myers (1988),Caligula (1979),Body Parts (1991),"Unforgettable Summer, An (Un été inoubliable) (1994)",Puppet Master 5: The Final Chapter (1994),Puppet Master II (1991),"Gate, The (1987)",Denise Calls Up (1995),Private School (1983),Band of the Hand (1986),"Man with the Golden Arm, The (1955)",Puppet Master 4 (1993),Cliffhanger (1993),"Crow: Salvation, The (2000)",Bob le Flambeur (1955),"Night Porter, The (Portiere di notte, Il) (1974)",Alice (1990),Young Einstein (1988)
494,Batman: Year One (2011),"Terminator, The (1984)","Lion King, The (1994)",Back to the Future (1985),Speed (1994),Batman (1989),"Fugitive, The (1993)",Star Wars: Episode I - The Phantom Menace (1999),"Lord of the Rings: The Two Towers, The (2002)","Sixth Sense, The (1999)",Mrs. Doubtfire (1993),Waterworld (1995),Pulp Fiction (1994),Men in Black (a.k.a. MIB) (1997),Forrest Gump (1994),Indiana Jones and the Temple of Doom (1984),Independence Day (a.k.a. ID4) (1996),"Fistful of Dollars, A (Per un pugno di dollari) (1964)",True Lies (1994),Star Trek: Generations (1994),Die Hard 2 (1990),Outbreak (1995),Derailed (2005),"Shawshank Redemption, The (1994)","Bourne Identity, The (2002)"
495,Battleship (2012),Harry Potter and the Deathly Hallows: Part 1 (2010),Harry Potter and the Half-Blood Prince (2009),Final Destination 3 (2006),Louis C.K.: Hilarious (2010),Pirates of the Caribbean: At World's End (2007),Everybody Wants Some (2016),Burnt (2015),Winnie the Pooh (2011),Cats (1998),The Wooden Horse (1950),Made in Dagenham (2010),Bridget Jones's Baby (2016),Arthur Christmas (2011),101 Dalmatians II: Patch's London Adventure (2003),Salmon Fishing in the Yemen (2011),"Spy Who Came in from the Cold, The (1965)",Man of Tai Chi (2013),Need for Speed (2014),"Inbetweeners 2, The (2014)",Seventh Son (2014),Contraband (2012),Dead End (2003),[REC]³ 3 Génesis (2012),Evil Dead (2013)
496,"Monsters, Inc. (2001)","Ordet (Word, The) (1955)","Fountainhead, The (1949)",Day of Wrath (Vredens dag) (1943),"Unvanquished, The (Aparajito) (1957)",Au Hasard Balthazar (1966),Monkey Business (1952),Dr. Jekyll and Mr. Hyde (1941),Snitch (2013),Strange Magic (2015),Species III (2004),Old Dogs (2009),"Covenant, The (2006)",The Final Girls (2015),Little Man (2006),The Malibu Bikini Shop (1986),Are We Done Yet? (2007),Mega Shark vs. Crocosaurus (2010),Anaconda: The Offspring (2008),Kindergarten Cop 2 (2016),Finding Nemo (2003),"Incredibles, The (2004)",Pirates of the Caribbean: The Curse of the Black Pearl (2003),X-Men: First Class (2011),Shrek 2 (2004)
497,Star Wars: Episode VI - Return of the Jedi (1983),Spider-Man 2 (2004),WALL·E (2008),Minority Report (2002),Star Wars: Episode II - Attack of the Clones (2002),Finding Nemo (2003),Avatar (2009),Kill Bill: Vol. 1 (2003),X-Men: First Class (2011),Batman Begins (2005),Pirates of the Caribbean: Dead Man's Chest (2006),Ocean's Eleven (2001),X-Men (2000),Pulp Fiction (1994),Captain America: The First Avenger (2011),Indiana Jones and the Last Crusade (1989),Inglourious Basterds (2009),X2: X-Men United (2003),Avengers: Age of Ultron (2015),Shrek 2 (2004),Star Wars: Episode I - The Phantom Menace (1999),Iron Man (2008),"Matrix Reloaded, The (2003)",Guardians of the Galaxy (2014),Shrek (2001)
498,Independence Day (a.k.a. ID4) (1996),"Silence of the Lambs, The (1991)","Usual Suspects, The (1995)",Schindler's List (1993),Terminator 2: Judgment Day (1991),Star Trek: Generations (1994),Fight Club (1999),"Matrix, The (1999)","Rock, The (1996)",Sleepless in Seattle (1993),Jumanji (1995),American Beauty (1999),Reservoir Dogs (1992),Home Alone (1990),Die Hard: With a Vengeance (1995),Saving Private Ryan (1998),Goodfellas (1990),Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Léon: The Professional (a.k.a. The Professional) (Léon) (1994),In the Line of Fire (1993),Star Wars: Episode VI - Return of the Jedi (1983),"Mask, The (1994)",Interview with the Vampire: The Vampire Chronicles (1994),"Lord of the Rings: The Return of the King, The (2003)",Snow White and the Seven Dwarfs (1937)
499,Planet Terror (2007),Burlesque (2010),The Grandmother (1970),Buster's Mal Heart (2017),The Quiet Family (1998),The Punisher: Dirty Laundry (2012),The Prime Gig (2000),"OH in Ohio, The (2006)",The Night Before (1988),Karate Bullfighter (1975),Oblivion 2: Backlash (1996),Just Visiting (2001),Captain America (1979),Captain America II: Death Too Soon (1979),Career Opportunities (1991),The Hound of the Baskervilles (1988),Case 39 (2009),Kill! (Kiru) (1968),The Tale of the Bunny Picnic (1986),"Brain Smasher... A Love Story (Bouncer and the Lady, The) (1993)",Two Moon Junction (1988),"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Bastard Out of Carolina (1996),Parasite (1982),Kiss Me Deadly (1955)
500,Child's Play 2 (1990),FearDotCom (a.k.a. Fear.com) (a.k.a. Fear Dot Com) (2002),Killer Klowns from Outer Space (1988),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Gothic (1986),Picture Bride (Bijo photo) (1994),This Is My Father (1998),Love Is the Devil (1998),Hype! (1996),Normal Life (1996),"Ballad of Narayama, The (Narayama bushiko) (1983)",All the Vermeers in New York (1990),Black Tar Heroin: The Dark End of the Street (2000),Temptress Moon (Feng Yue) (1996),"Legend of Hell House, The (1973)",Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),Rough Magic (1995),Joe Gould's Secret (2000),Red Sorghum (Hong gao liang) (1987),New Rose Hotel (1998),Kama Sutra: A Tale of Love (1996),Drunks (1995),Hurlyburly (1998),Finding Nemo (2003),"Incredibles, The (2004)"
501,Pulp Fiction (1994),"Shawshank Redemption, The (1994)",Die Hard: With a Vengeance (1995),Mission: Impossible (1996),Star Wars: Episode VI - Return of the Jedi (1983),Reservoir Dogs (1992),"Lion King, The (1994)","Terminator, The (1984)",Seven (a.k.a. Se7en) (1995),Stargate (1994),Fargo (1996),Forrest Gump (1994),Goodfellas (1990),Men in Black (a.k.a. MIB) (1997),Braveheart (1995),Cliffhanger (1993),Live Nude Girls (1995),"Godfather, The (1972)","Silence of the Lambs, The (1991)",Mrs. Doubtfire (1993),Terminator 2: Judgment Day (1991),"Godfather: Part II, The (1974)",Clear and Present Danger (1994),Indiana Jones and the Temple of Doom (1984),Back to the Future (1985)
502,In This World (2002),"Mark of Zorro, The (1940)",Wallace & Gromit: A Close Shave (1995),Forrest Gump (1994),Pulp Fiction (1994),School for Scoundrels (2006),"Fourth Protocol, The (1987)","Davy Crockett, King of the Wild Frontier (1955)","Little Vampire, The (2000)",My Tutor (1983),"Soldier's Story, A (1984)",Alaska: Spirit of the Wild (1997),Voyage to the Bottom of the Sea (1961),Mackenna's Gold (1969),Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994),Masquerade (1988),"Inspector General, The (1949)",Godzilla vs. Mothra (Mosura tai Gojira) (1964),Eve's Bayou (1997),Bat*21 (1988),"Fiendish Plot of Dr. Fu Manchu, The (1980)","People That Time Forgot, The (1977)",Hot Lead and Cold Feet (1978),"Charlie, the Lonesome Cougar (1967)","Silence of the Lambs, The (1991)"
503,"Adventures of Sebastian Cole, The (1998)",Good Burger (1997),Chances Are (1989),Project X (1987),Danny Deckchair (2003),Blackboard Jungle (1955),"Private Life of Sherlock Holmes, The (1970)","Eye, The (Gin gwai) (Jian gui) (2002)",Norma Rae (1979),"Glass Menagerie, The (1987)",Noises Off... (1992),Neighbors 2: Sorority Rising (2016),"Doom Generation, The (1995)",The Night Before (2015),Get Hard (2015),Daddy's Home (2015),30 Minutes or Less (2011),Love & Mercy (2014),Everything Must Go (2010),Spiral (2007),Prison Break: The Final Break (2009),Byzantium (2012),House at the End of the Street (2012),Goon (2011),Hot Tub Time Machine 2 (2015)
504,"Shape of Things, The (2003)","Monsters, Inc. (2001)","Silence of the Lambs, The (1991)","Incredibles, The (2004)",True Lies (1994),Max (2002),"Fugitive, The (1993)",Shrek 2 (2004),Terminator 2: Judgment Day (1991),My First Mister (2001),Mad Dog and Glory (1993),Gangster No. 1 (2000),Love Liza (2002),Blue Car (2002),"Dancer Upstairs, The (2002)",Gerry (2002),Crossroads (1986),Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Mrs. Doubtfire (1993),Die Hard: With a Vengeance (1995),"Usual Suspects, The (1995)",Lethal Weapon (1987),Batman (1989),X2: X-Men United (2003),"Believer, The (2001)"
505,Smokin' Aces (2006),Pulp Fiction (1994),Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002),"Shawshank Redemption, The (1994)",Alice in Wonderland (1951),Forrest Gump (1994),"Sixth Sense, The (1999)","Lord of the Rings: The Fellowship of the Ring, The (2001)",Bambi (1942),Kill Bill: Vol. 2 (2004),Eternal Sunshine of the Spotless Mind (2004),"Departed, The (2006)",Scott Pilgrim vs. the World (2010),"Lord of the Rings: The Two Towers, The (2002)",Crank (2006),Gladiator (2000),Tremors 3: Back to Perfection (2001),Dog Soldiers (2002),Halloween II (2009),"Better Tomorrow, A (Ying hung boon sik) (1986)",Batman Beyond: Return of the Joker (2000),Batman: Under the Red Hood (2010),30 Days of Night (2007),Jurassic Park (1993),"Fugitive, The (1993)"
506,"Food, Inc. (2008)",Lost in Austen (2008),Little Ashes (2008),My Blueberry Nights (2007),Cold Creek Manor (2003),Superbad (2007),Ant-Man (2015),Wedding Crashers (2005),X-Men: Days of Future Past (2014),"Dark Knight Rises, The (2012)","Timecrimes (Cronocrímenes, Los) (2007)",Captain America: The Winter Soldier (2014),Iron Man 2 (2010),Tears of the Sun (2003),Birdman: Or (The Unexpected Virtue of Ignorance) (2014),Captain America: The First Avenger (2011),Harold and Kumar Go to White Castle (2004),"Inconvenient Truth, An (2006)",Pirates of the Caribbean: The Curse of the Black Pearl (2003),Zack and Miri Make a Porno (2008),National Treasure (2004),Her (2013),Charlie and the Chocolate Factory (2005),"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",Freaky Friday (2003)
507,"Terminator, The (1984)","Shawshank Redemption, The (1994)",Pulp Fiction (1994),Independence Day (a.k.a. ID4) (1996),Star Trek: Generations (1994),Star Wars: Episode VI - Return of the Jedi (1983),Sleepless in Seattle (1993),Schindler's List (1993),Cliffhanger (1993),Addams Family Values (1993),Fargo (1996),Reservoir Dogs (1992),Star Wars: Episode V - The Empire Strikes Back (1980),Ace Ventura: Pet Detective (1994),GoldenEye (1995),Snow White and the Seven Dwarfs (1937),Aliens (1986),Mission: Impossible (1996),Indiana Jones and the Last Crusade (1989),"Mask, The (1994)",Toy Story (1995),Saving Private Ryan (1998),Star Wars: Episode IV - A New Hope (1977),Crimson Tide (1995),"Matrix, The (1999)"
508,Three Colors: White (Trzy kolory: Bialy) (1994),Three Colors: Red (Trois couleurs: Rouge) (1994),Apocalypse Now (1979),Reservoir Dogs (1992),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Groundhog Day (1993),Star Wars: Episode IV - A New Hope (1977),E.T. the Extra-Terrestrial (1982),"Princess Bride, The (1987)",Forrest Gump (1994),Goodfellas (1990),Beetlejuice (1988),"Clockwork Orange, A (1971)",Of Mice and Men (1992),Terms of Endearment (1983),Gremlins (1984),Arsenic and Old Lace (1944),2001: A Space Odyssey (1968),Star Wars: Episode I - The Phantom Menace (1999),Donnie Brasco (1997),Big (1988),"Fifth Element, The (1997)",Who Framed Roger Rabbit? (1988),Young Guns II (1990),Tales from the Crypt Presents: Bordello of Blood (1996)
